OrderID,Date,Year,Month,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
200206,2024-04-16 00:00:00,2024,4,31072,Laptop,4,229.1,729,Gift Card,Returned,77172975,8,WINTER15,Email,916.4
200207,2025-03-18 00:00:00,2025,3,54595,Phone,1,121.96,999,Debit Card,Delivered,44416659,3,No_Coupon,Google,121.96
200208,2024-10-08 00:00:00,2024,10,87777,Desk,2,408.32,597,Online,Shipped,29003608,3,FREESHIP,Facebook,816.64
200209,2023-08-29 00:00:00,2023,8,35854,Tablet,5,187.97,706,Cash,Returned,30615168,9,SAVE10,Google,939.85
200210,2024-12-05 00:00:00,2024,12,93821,Chair,3,358.48,513,Gift Card,Delivered,10658539,7,FREESHIP,Facebook,1075.44
200211,2025-01-03 00:00:00,2025,1,54390,Printer,3,193.58,185,Gift Card,Pending,83853742,7,FREESHIP,Email,580.74
200212,2023-06-20 00:00:00,2023,6,53215,Monitor,1,265.38,367,Credit Card,Cancelled,34751835,6,WINTER15,Email,265.38
200213,2023-04-20 00:00:00,2023,4,71122,Laptop,1,634.4,317,Cash,Cancelled,54757882,6,SAVE10,Email,634.4
200214,2024-08-21 00:00:00,2024,8,29483,Desk,4,305.72,673,Online,Delivered,89423603,5,No_Coupon,Facebook,1222.88
200215,2023-08-10 00:00:00,2023,8,26767,Printer,1,303.6,432,Cash,Shipped,24585307,5,FREESHIP,Facebook,303.6
200216,2025-04-15 00:00:00,2025,4,70492,Monitor,4,496,811,Online,Cancelled,84625405,8,WINTER15,Google,1984
200217,2024-05-20 00:00:00,2024,5,61549,Desk,4,321.51,908,Cash,Returned,65596914,9,No_Coupon,Google,1286.04
200218,2023-04-28 00:00:00,2023,4,11665,Tablet,3,112.46,882,Gift Card,Shipped,10993930,6,SAVE10,Instagram,337.38
200219,2025-05-02 00:00:00,2025,5,48946,Laptop,5,61.97,457,Cash,Delivered,99387220,6,SAVE10,Email,309.85
200220,2023-07-18 00:00:00,2023,7,79506,Laptop,2,373.17,497,Credit Card,Pending,95188748,6,SAVE10,Referral,746.34
200221,2024-02-23 00:00:00,2024,2,93473,Tablet,5,639.37,552,Debit Card,Pending,50003989,6,SAVE10,Google,3196.85
200222,2023-05-04 00:00:00,2023,5,43124,Chair,4,693.36,931,Online,Shipped,17293348,8,No_Coupon,Instagram,2773.44
200223,2024-09-11 00:00:00,2024,9,22783,Phone,4,692.91,673,Credit Card,Pending,55009149,9,SAVE10,Instagram,2771.64
200224,2023-09-23 00:00:00,2023,9,18567,Printer,4,91.46,507,Cash,Cancelled,17554673,9,SAVE10,Referral,365.84
200225,2024-03-13 00:00:00,2024,3,99879,Phone,3,273.96,692,Debit Card,Returned,50246700,8,SAVE10,Google,821.88
200226,2025-06-27 00:00:00,2025,6,31501,Desk,3,588.05,242,Gift Card,Delivered,93063929,8,No_Coupon,Instagram,1764.15
200227,2023-11-02 00:00:00,2023,11,93220,Monitor,2,365.17,353,Online,Cancelled,89023251,4,FREESHIP,Facebook,730.34
200228,2023-05-17 00:00:00,2023,5,57867,Chair,4,385.92,579,Credit Card,Cancelled,92055007,8,No_Coupon,Instagram,1543.68
200229,2025-03-28 00:00:00,2025,3,62622,Tablet,1,562.61,762,Credit Card,Delivered,70997648,3,WINTER15,Facebook,562.61
200230,2023-12-16 00:00:00,2023,12,94595,Desk,4,61.91,948,Gift Card,Delivered,24497305,6,WINTER15,Email,247.64
200231,2023-11-05 00:00:00,2023,11,30955,Phone,4,41.9,327,Gift Card,Pending,46898848,9,FREESHIP,Instagram,167.6
200232,2023-05-19 00:00:00,2023,5,20731,Printer,4,444.44,610,Debit Card,Cancelled,75568437,8,WINTER15,Google,1777.76
200233,2024-08-24 00:00:00,2024,8,30168,Phone,3,311.33,146,Cash,Cancelled,73699939,3,WINTER15,Instagram,933.99
200234,2024-11-26 00:00:00,2024,11,79842,Printer,4,236.41,337,Debit Card,Pending,26957950,7,SAVE10,Google,945.64
200235,2023-02-20 00:00:00,2023,2,32854,Desk,1,65.45,815,Cash,Pending,30009218,2,WINTER15,Google,65.45
200236,2023-01-01 00:00:00,2023,1,14847,Monitor,1,318.81,562,Debit Card,Pending,39663243,3,WINTER15,Email,318.81
200237,2024-03-14 00:00:00,2024,3,88645,Monitor,3,583.72,783,Credit Card,Shipped,74097570,5,FREESHIP,Facebook,1751.16
200238,2024-12-13 00:00:00,2024,12,66149,Desk,4,384.32,770,Credit Card,Pending,76307307,6,WINTER15,Google,1537.28
200239,2024-12-11 00:00:00,2024,12,20256,Tablet,3,538.74,456,Online,Shipped,71127943,6,FREESHIP,Email,1616.22
200240,2023-07-12 00:00:00,2023,7,14983,Tablet,1,17.24,255,Online,Pending,93444157,2,FREESHIP,Instagram,17.24
200241,2023-05-16 00:00:00,2023,5,20817,Chair,5,615.67,407,Online,Pending,44164590,6,SAVE10,Email,3078.35
200242,2023-05-09 00:00:00,2023,5,94921,Printer,2,219.1,134,Online,Pending,97794327,4,SAVE10,Referral,438.2
200243,2025-05-09 00:00:00,2025,5,54725,Chair,2,144.66,506,Online,Cancelled,30601940,7,FREESHIP,Google,289.32
200244,2023-02-16 00:00:00,2023,2,98096,Desk,2,317.77,838,Debit Card,Cancelled,51518631,4,WINTER15,Facebook,635.54
200245,2025-04-20 00:00:00,2025,4,12667,Laptop,1,223.3,306,Online,Returned,25390491,1,No_Coupon,Facebook,223.3
200246,2024-08-30 00:00:00,2024,8,55354,Desk,2,342.11,164,Gift Card,Shipped,15439493,2,WINTER15,Instagram,684.22
200247,2023-07-20 00:00:00,2023,7,14600,Printer,2,220.9,785,Gift Card,Shipped,84984764,4,No_Coupon,Email,441.8
200248,2023-07-02 00:00:00,2023,7,97187,Laptop,1,670.54,471,Cash,Shipped,62283713,6,FREESHIP,Referral,670.54
200249,2024-02-07 00:00:00,2024,2,39106,Printer,1,546.19,245,Cash,Pending,35464433,5,FREESHIP,Referral,546.19
200250,2023-04-05 00:00:00,2023,4,93379,Desk,3,42.95,318,Gift Card,Returned,67954150,8,SAVE10,Email,128.85
200251,2025-05-15 00:00:00,2025,5,93175,Monitor,4,14.69,814,Cash,Cancelled,32995144,9,No_Coupon,Email,58.76
200252,2024-09-20 00:00:00,2024,9,19648,Phone,4,668.36,821,Gift Card,Cancelled,51297879,5,FREESHIP,Facebook,2673.44
200253,2024-03-23 00:00:00,2024,3,14891,Chair,4,413.74,743,Gift Card,Returned,79471534,7,FREESHIP,Instagram,1654.96
200254,2023-12-26 00:00:00,2023,12,10866,Monitor,3,263.19,770,Online,Delivered,34809583,5,No_Coupon,Instagram,789.57
200255,2024-05-13 00:00:00,2024,5,47283,Monitor,1,263.96,806,Gift Card,Returned,56235117,2,SAVE10,Google,263.96
200256,2025-06-30 00:00:00,2025,6,94323,Chair,5,75.81,463,Gift Card,Returned,22663277,10,WINTER15,Instagram,379.05
200257,2024-04-23 00:00:00,2024,4,89732,Phone,1,406.22,712,Credit Card,Cancelled,41059233,5,SAVE10,Referral,406.22
200258,2024-02-26 00:00:00,2024,2,87764,Tablet,2,103.41,294,Online,Shipped,94082469,2,FREESHIP,Referral,206.82
200259,2023-06-11 00:00:00,2023,6,20977,Chair,4,435.12,636,Credit Card,Delivered,54991561,9,SAVE10,Instagram,1740.48
200260,2023-05-17 00:00:00,2023,5,12245,Monitor,2,407.79,153,Debit Card,Shipped,22000463,3,No_Coupon,Google,815.58
200261,2025-05-28 00:00:00,2025,5,68976,Phone,5,173.65,460,Gift Card,Delivered,25491356,9,SAVE10,Email,868.25
200262,2023-01-10 00:00:00,2023,1,69476,Phone,4,249.07,642,Credit Card,Returned,65869386,5,WINTER15,Referral,996.28
200263,2023-03-25 00:00:00,2023,3,71040,Phone,4,434.85,250,Credit Card,Pending,41397604,4,WINTER15,Google,1739.4
200264,2024-08-03 00:00:00,2024,8,71035,Tablet,1,436.77,977,Cash,Returned,19599578,5,FREESHIP,Google,436.77
200265,2023-12-22 00:00:00,2023,12,20752,Printer,1,572.13,150,Debit Card,Cancelled,22298450,4,SAVE10,Google,572.13
200266,2024-06-08 00:00:00,2024,6,38840,Chair,4,583.07,589,Credit Card,Cancelled,48484633,6,FREESHIP,Referral,2332.28
200267,2025-04-17 00:00:00,2025,4,84480,Chair,5,468.51,803,Debit Card,Delivered,62361867,9,No_Coupon,Facebook,2342.55
200268,2023-08-11 00:00:00,2023,8,37032,Phone,2,423.88,655,Debit Card,Delivered,48639226,7,SAVE10,Referral,847.76
200269,2023-11-25 00:00:00,2023,11,48942,Tablet,4,663.67,129,Credit Card,Pending,29355120,7,FREESHIP,Google,2654.68
200270,2023-06-04 00:00:00,2023,6,13540,Printer,4,309.91,127,Debit Card,Shipped,81087373,5,WINTER15,Google,1239.64
200271,2023-03-28 00:00:00,2023,3,59572,Monitor,1,542.07,791,Cash,Shipped,16792991,6,WINTER15,Referral,542.07
200272,2023-09-19 00:00:00,2023,9,29758,Chair,2,399.32,119,Online,Pending,12990043,6,WINTER15,Instagram,798.64
200273,2024-10-27 00:00:00,2024,10,11849,Tablet,2,238.25,974,Online,Cancelled,91195261,7,FREESHIP,Email,476.5
200274,2023-02-04 00:00:00,2023,2,50967,Phone,2,182.4,884,Gift Card,Cancelled,65300814,5,SAVE10,Referral,364.8
200275,2023-11-04 00:00:00,2023,11,80735,Chair,2,65.07,360,Credit Card,Cancelled,99880231,4,SAVE10,Google,130.14
200276,2025-03-29 00:00:00,2025,3,99050,Printer,2,600.57,654,Debit Card,Returned,56927089,3,WINTER15,Instagram,1201.14
200277,2024-09-09 00:00:00,2024,9,11210,Chair,5,90.92,910,Credit Card,Delivered,44929965,9,SAVE10,Facebook,454.6
200278,2024-11-18 00:00:00,2024,11,46015,Laptop,5,362.46,299,Cash,Delivered,46598430,6,FREESHIP,Instagram,1812.3
200279,2023-10-20 00:00:00,2023,10,69167,Chair,3,55.01,263,Online,Pending,12425655,7,WINTER15,Email,165.03
200280,2023-03-27 00:00:00,2023,3,55388,Tablet,3,404.62,740,Gift Card,Delivered,75741001,6,FREESHIP,Instagram,1213.86
200281,2023-07-27 00:00:00,2023,7,87181,Desk,4,654.79,195,Cash,Pending,60093390,9,No_Coupon,Referral,2619.16
200282,2025-04-22 00:00:00,2025,4,30411,Printer,4,637.79,375,Gift Card,Cancelled,71810536,9,FREESHIP,Google,2551.16
200283,2025-02-28 00:00:00,2025,2,39638,Laptop,4,540.33,990,Cash,Shipped,69745608,6,No_Coupon,Google,2161.32
200284,2023-02-16 00:00:00,2023,2,27203,Laptop,5,208.17,516,Credit Card,Returned,22023906,6,SAVE10,Facebook,1040.85
200285,2025-06-10 00:00:00,2025,6,67583,Phone,1,338.31,974,Online,Delivered,93281700,3,No_Coupon,Google,338.31
200286,2025-04-07 00:00:00,2025,4,70554,Monitor,3,139.45,187,Gift Card,Returned,61086952,8,WINTER15,Google,418.35
200287,2023-11-24 00:00:00,2023,11,70437,Chair,4,655.18,630,Online,Shipped,26628830,5,No_Coupon,Facebook,2620.72
200288,2023-03-12 00:00:00,2023,3,97643,Laptop,4,512.75,537,Debit Card,Returned,60831391,8,WINTER15,Google,2051
200289,2023-07-26 00:00:00,2023,7,17136,Chair,4,160.49,333,Credit Card,Shipped,55362541,8,WINTER15,Referral,641.96
200290,2023-05-05 00:00:00,2023,5,24901,Chair,3,99.9,258,Cash,Delivered,14029489,8,FREESHIP,Facebook,299.7
200291,2024-05-12 00:00:00,2024,5,61521,Phone,2,345.01,670,Credit Card,Delivered,93676567,6,FREESHIP,Google,690.02
200292,2025-01-15 00:00:00,2025,1,39639,Monitor,1,65.95,185,Credit Card,Delivered,31042152,5,No_Coupon,Facebook,65.95
200293,2023-02-16 00:00:00,2023,2,33220,Tablet,4,463.04,564,Gift Card,Returned,40450219,9,No_Coupon,Instagram,1852.16
200294,2025-04-01 00:00:00,2025,4,65414,Phone,2,297.71,208,Online,Shipped,67562517,7,SAVE10,Referral,595.42
200295,2023-01-25 00:00:00,2023,1,49009,Printer,5,107.48,278,Debit Card,Cancelled,46285799,9,FREESHIP,Email,537.4
200296,2024-06-19 00:00:00,2024,6,48453,Desk,5,638.8,434,Debit Card,Cancelled,52110494,10,WINTER15,Referral,3194
200297,2023-02-22 00:00:00,2023,2,68078,Desk,2,493.88,252,Credit Card,Returned,64862812,7,SAVE10,Instagram,987.76
200298,2023-12-19 00:00:00,2023,12,19402,Printer,4,301.17,267,Online,Cancelled,97825212,6,No_Coupon,Email,1204.68
200299,2024-01-20 00:00:00,2024,1,30711,Monitor,1,278.66,856,Gift Card,Cancelled,42696593,2,FREESHIP,Instagram,278.66
200300,2024-09-02 00:00:00,2024,9,39000,Phone,1,287.46,894,Debit Card,Returned,33753945,3,FREESHIP,Facebook,287.46
200301,2023-05-11 00:00:00,2023,5,31105,Chair,1,583.99,726,Cash,Cancelled,40149095,2,SAVE10,Email,583.99
200302,2023-05-16 00:00:00,2023,5,29432,Chair,3,468.74,121,Cash,Pending,44142517,4,FREESHIP,Instagram,1406.22
200303,2024-12-07 00:00:00,2024,12,48531,Tablet,1,30.54,368,Debit Card,Returned,95462192,1,No_Coupon,Google,30.54
200304,2024-10-18 00:00:00,2024,10,86762,Monitor,5,408.73,326,Gift Card,Delivered,75686292,10,FREESHIP,Instagram,2043.65
200305,2023-11-25 00:00:00,2023,11,63822,Laptop,4,126.89,235,Cash,Pending,59353216,9,FREESHIP,Instagram,507.56
200306,2024-06-07 00:00:00,2024,6,70495,Printer,2,57.07,238,Debit Card,Returned,65511225,3,SAVE10,Instagram,114.14
200307,2023-07-01 00:00:00,2023,7,92407,Laptop,3,557.41,135,Online,Delivered,11755610,4,No_Coupon,Email,1672.23
200308,2023-12-11 00:00:00,2023,12,75888,Printer,3,448.9,790,Debit Card,Returned,98467398,7,SAVE10,Instagram,1346.7
200309,2023-10-03 00:00:00,2023,10,63153,Chair,4,549.76,625,Debit Card,Delivered,38033305,4,FREESHIP,Facebook,2199.04
200310,2024-02-24 00:00:00,2024,2,85863,Printer,3,132.48,968,Online,Shipped,16094218,4,No_Coupon,Referral,397.44
200311,2025-05-17 00:00:00,2025,5,71698,Desk,5,489.37,274,Online,Returned,34786818,8,No_Coupon,Instagram,2446.85
200312,2025-05-24 00:00:00,2025,5,35397,Printer,5,66.31,579,Gift Card,Pending,64742535,7,FREESHIP,Referral,331.55
200313,2023-07-09 00:00:00,2023,7,67687,Chair,2,434.3,978,Cash,Delivered,22838735,7,SAVE10,Instagram,868.6
200314,2023-10-04 00:00:00,2023,10,29931,Desk,4,153.09,540,Online,Delivered,48712417,4,FREESHIP,Referral,612.36
200315,2025-05-12 00:00:00,2025,5,59139,Tablet,5,91.67,301,Online,Cancelled,45507090,9,FREESHIP,Email,458.35
200316,2023-10-02 00:00:00,2023,10,66078,Desk,4,275.28,101,Gift Card,Shipped,86474559,9,WINTER15,Facebook,1101.12
200317,2023-04-10 00:00:00,2023,4,88370,Monitor,2,139.95,339,Online,Returned,22575151,5,No_Coupon,Instagram,279.9
200318,2024-07-27 00:00:00,2024,7,93375,Chair,3,148.72,317,Debit Card,Cancelled,95706967,7,SAVE10,Google,446.16
200319,2023-12-02 00:00:00,2023,12,53049,Laptop,2,563.06,413,Cash,Returned,48974907,6,No_Coupon,Instagram,1126.12
200320,2024-12-19 00:00:00,2024,12,55590,Printer,1,625.51,772,Credit Card,Shipped,48792951,1,FREESHIP,Facebook,625.51
200321,2023-08-09 00:00:00,2023,8,47086,Phone,4,152.29,135,Debit Card,Cancelled,44194358,6,WINTER15,Google,609.16
200322,2024-06-14 00:00:00,2024,6,48646,Phone,5,231.82,339,Debit Card,Delivered,18233748,6,SAVE10,Facebook,1159.1
200323,2025-01-26 00:00:00,2025,1,29416,Laptop,1,150.17,414,Debit Card,Returned,63820842,1,SAVE10,Referral,150.17
200324,2024-06-13 00:00:00,2024,6,13525,Tablet,3,70.93,847,Debit Card,Returned,70193221,5,No_Coupon,Referral,212.79
200325,2023-06-29 00:00:00,2023,6,53545,Desk,3,361.39,665,Credit Card,Shipped,61123177,8,No_Coupon,Referral,1084.17
200326,2024-07-01 00:00:00,2024,7,65986,Laptop,5,670.48,273,Gift Card,Returned,98353867,5,SAVE10,Facebook,3352.4
200327,2023-07-25 00:00:00,2023,7,17302,Phone,1,359.99,385,Gift Card,Cancelled,43940016,5,SAVE10,Email,359.99
200328,2023-02-28 00:00:00,2023,2,18404,Tablet,5,674.04,546,Online,Cancelled,89401624,7,SAVE10,Google,3370.2
200329,2024-12-25 00:00:00,2024,12,88371,Chair,4,283.16,306,Credit Card,Shipped,63224811,6,No_Coupon,Google,1132.64
200330,2024-06-02 00:00:00,2024,6,38068,Desk,5,260.53,532,Gift Card,Pending,54059198,5,SAVE10,Instagram,1302.65
200331,2023-04-15 00:00:00,2023,4,78724,Printer,3,422.13,187,Online,Delivered,25703134,7,SAVE10,Facebook,1266.39
200332,2024-07-03 00:00:00,2024,7,26163,Desk,5,125.02,607,Debit Card,Pending,67499316,9,SAVE10,Google,625.1
200333,2024-04-16 00:00:00,2024,4,87124,Phone,1,198.51,818,Credit Card,Returned,52086740,5,WINTER15,Instagram,198.51
200334,2024-03-26 00:00:00,2024,3,90348,Chair,4,224.75,728,Online,Delivered,20635777,7,WINTER15,Facebook,899
200335,2025-03-03 00:00:00,2025,3,58721,Tablet,3,205.86,978,Gift Card,Shipped,34801199,4,No_Coupon,Email,617.58
200336,2023-12-29 00:00:00,2023,12,88174,Laptop,1,18.2,441,Debit Card,Pending,10143345,4,SAVE10,Instagram,18.2
200337,2023-05-29 00:00:00,2023,5,77763,Tablet,3,502.77,599,Debit Card,Returned,66980447,8,WINTER15,Email,1508.31
200338,2023-11-08 00:00:00,2023,11,53627,Phone,5,305.49,704,Debit Card,Shipped,64112352,10,No_Coupon,Referral,1527.45
200339,2024-04-10 00:00:00,2024,4,84563,Printer,2,236.33,398,Online,Pending,62422797,3,SAVE10,Instagram,472.66
200340,2023-04-23 00:00:00,2023,4,76207,Laptop,5,521.25,826,Cash,Cancelled,25569378,8,No_Coupon,Email,2606.25
200341,2024-09-23 00:00:00,2024,9,94671,Tablet,1,167.15,293,Gift Card,Shipped,61357272,5,WINTER15,Email,167.15
200342,2025-06-24 00:00:00,2025,6,69994,Monitor,5,466.42,619,Gift Card,Returned,95935805,5,No_Coupon,Referral,2332.1
200343,2023-02-26 00:00:00,2023,2,64638,Printer,1,527.57,919,Debit Card,Pending,64087938,3,FREESHIP,Facebook,527.57
200344,2025-03-06 00:00:00,2025,3,95623,Tablet,3,623.34,248,Online,Cancelled,67558189,3,SAVE10,Instagram,1870.02
200345,2023-12-07 00:00:00,2023,12,24751,Tablet,5,501.26,259,Gift Card,Shipped,37285406,10,FREESHIP,Referral,2506.3
200346,2024-12-06 00:00:00,2024,12,31764,Tablet,1,655.09,876,Cash,Pending,44680433,6,No_Coupon,Referral,655.09
200347,2024-02-03 00:00:00,2024,2,83556,Printer,4,264.79,380,Credit Card,Pending,21109187,5,SAVE10,Google,1059.16
200348,2024-03-13 00:00:00,2024,3,24369,Laptop,3,359.73,885,Debit Card,Returned,72633998,7,FREESHIP,Email,1079.19
200349,2023-11-30 00:00:00,2023,11,39648,Chair,1,465.33,824,Gift Card,Delivered,56016905,2,FREESHIP,Google,465.33
200350,2023-06-03 00:00:00,2023,6,13296,Chair,2,54.41,495,Online,Shipped,60127216,6,No_Coupon,Instagram,108.82
200351,2025-02-15 00:00:00,2025,2,94248,Laptop,1,64.66,494,Debit Card,Delivered,89406816,4,No_Coupon,Instagram,64.66
200352,2023-08-31 00:00:00,2023,8,26637,Chair,5,173.96,995,Debit Card,Pending,59546992,8,WINTER15,Instagram,869.8
200353,2025-03-28 00:00:00,2025,3,16012,Tablet,1,630.82,171,Online,Delivered,15195225,5,FREESHIP,Google,630.82
200354,2023-07-11 00:00:00,2023,7,31772,Phone,1,693.41,992,Debit Card,Shipped,11970357,4,No_Coupon,Instagram,693.41
200355,2025-06-03 00:00:00,2025,6,18353,Tablet,3,433.33,677,Credit Card,Cancelled,78766533,4,FREESHIP,Referral,1299.99
200356,2023-05-06 00:00:00,2023,5,26966,Printer,5,374.58,907,Gift Card,Cancelled,83889574,10,FREESHIP,Instagram,1872.9
200357,2023-07-08 00:00:00,2023,7,74982,Laptop,5,408.56,398,Debit Card,Delivered,98700702,8,FREESHIP,Instagram,2042.8
200358,2024-04-07 00:00:00,2024,4,70633,Tablet,2,183.67,747,Online,Cancelled,82540521,3,SAVE10,Google,367.34
200359,2023-06-09 00:00:00,2023,6,95643,Desk,4,606.57,303,Debit Card,Delivered,23286689,5,WINTER15,Referral,2426.28
200360,2024-06-06 00:00:00,2024,6,53810,Phone,4,589.57,779,Cash,Pending,34630612,8,No_Coupon,Instagram,2358.28
200361,2024-06-29 00:00:00,2024,6,53464,Printer,5,659.85,197,Credit Card,Delivered,32743531,9,SAVE10,Facebook,3299.25
200362,2023-06-27 00:00:00,2023,6,53697,Monitor,4,206.84,312,Cash,Cancelled,60476656,5,WINTER15,Instagram,827.36
200363,2024-05-24 00:00:00,2024,5,31668,Laptop,5,113.87,871,Credit Card,Pending,42584392,6,SAVE10,Email,569.35
200364,2023-11-24 00:00:00,2023,11,85282,Phone,5,628.74,740,Cash,Cancelled,86767206,9,FREESHIP,Facebook,3143.7
200365,2025-02-14 00:00:00,2025,2,56796,Phone,1,678.38,607,Credit Card,Cancelled,74263180,4,SAVE10,Referral,678.38
200366,2023-02-10 00:00:00,2023,2,95213,Printer,3,602.24,603,Debit Card,Pending,40630538,8,No_Coupon,Referral,1806.72
200367,2024-04-25 00:00:00,2024,4,13108,Laptop,5,658.77,712,Gift Card,Pending,82284400,10,FREESHIP,Instagram,3293.85
200368,2023-05-01 00:00:00,2023,5,85322,Monitor,3,271.02,403,Credit Card,Cancelled,89728869,6,No_Coupon,Google,813.06
200369,2024-12-22 00:00:00,2024,12,43545,Monitor,5,375.25,216,Gift Card,Pending,73937402,9,SAVE10,Email,1876.25
200370,2025-05-03 00:00:00,2025,5,80649,Phone,1,312.11,870,Online,Cancelled,41143313,4,WINTER15,Facebook,312.11
200371,2023-01-05 00:00:00,2023,1,59752,Phone,5,307.76,179,Gift Card,Pending,82229639,9,FREESHIP,Google,1538.8
200372,2025-02-14 00:00:00,2025,2,53645,Chair,3,483.53,166,Cash,Returned,12123939,4,No_Coupon,Referral,1450.59
200373,2023-01-02 00:00:00,2023,1,60178,Laptop,3,341.15,969,Cash,Pending,84505143,4,FREESHIP,Instagram,1023.45
200374,2024-09-16 00:00:00,2024,9,20286,Monitor,1,571.9,129,Gift Card,Pending,67648338,1,WINTER15,Instagram,571.9
200375,2025-01-16 00:00:00,2025,1,87547,Monitor,4,95.03,400,Online,Shipped,71027262,8,FREESHIP,Facebook,380.12
200376,2023-08-24 00:00:00,2023,8,64549,Monitor,5,201.22,341,Debit Card,Pending,20788231,6,FREESHIP,Facebook,1006.1
200377,2024-07-22 00:00:00,2024,7,24884,Monitor,1,260.26,625,Online,Pending,44538419,5,WINTER15,Instagram,260.26
200378,2024-02-01 00:00:00,2024,2,62666,Chair,5,64.5,148,Credit Card,Pending,91029390,8,WINTER15,Instagram,322.5
200379,2024-09-21 00:00:00,2024,9,47284,Phone,3,297.67,500,Online,Shipped,85756094,6,No_Coupon,Google,893.01
200380,2024-04-20 00:00:00,2024,4,35355,Printer,4,331.9,127,Cash,Pending,52935059,5,SAVE10,Instagram,1327.6
200381,2023-06-07 00:00:00,2023,6,29467,Chair,1,191.76,223,Credit Card,Returned,98103385,1,FREESHIP,Instagram,191.76
200382,2025-01-30 00:00:00,2025,1,26718,Printer,4,263.09,272,Debit Card,Shipped,91702525,8,SAVE10,Google,1052.36
200383,2023-01-20 00:00:00,2023,1,18944,Chair,4,393.8,837,Credit Card,Pending,45275439,7,SAVE10,Email,1575.2
200384,2024-11-24 00:00:00,2024,11,35628,Chair,3,553.57,147,Credit Card,Returned,45688220,4,FREESHIP,Facebook,1660.71
200385,2023-10-31 00:00:00,2023,10,56851,Chair,5,191.63,752,Gift Card,Delivered,65290904,6,FREESHIP,Facebook,958.15
200386,2023-04-28 00:00:00,2023,4,12421,Tablet,1,93.02,373,Online,Returned,32588504,4,No_Coupon,Email,93.02
200387,2024-06-27 00:00:00,2024,6,25316,Printer,2,39.53,904,Credit Card,Shipped,55423551,3,WINTER15,Google,79.06
200388,2023-12-28 00:00:00,2023,12,22657,Printer,3,633.97,152,Cash,Pending,49157047,7,WINTER15,Facebook,1901.91
200389,2023-12-17 00:00:00,2023,12,29703,Desk,4,697.5,558,Cash,Shipped,40543461,7,FREESHIP,Referral,2790
200390,2023-07-14 00:00:00,2023,7,55996,Printer,5,508.69,885,Cash,Delivered,30547638,10,FREESHIP,Google,2543.45
200391,2025-01-16 00:00:00,2025,1,60037,Laptop,2,527.46,516,Debit Card,Cancelled,82009557,3,FREESHIP,Referral,1054.92
200392,2024-02-28 00:00:00,2024,2,95100,Phone,1,627.2,197,Online,Delivered,47366265,1,WINTER15,Email,627.2
200393,2024-07-14 00:00:00,2024,7,39906,Printer,1,75.01,921,Credit Card,Returned,24632134,3,No_Coupon,Google,75.01
200394,2023-07-05 00:00:00,2023,7,70148,Desk,5,529.55,359,Gift Card,Shipped,34848650,10,No_Coupon,Facebook,2647.75
200395,2025-04-25 00:00:00,2025,4,30010,Phone,3,127.41,830,Gift Card,Delivered,35386084,7,SAVE10,Referral,382.23
200396,2023-12-01 00:00:00,2023,12,99217,Tablet,5,287.13,778,Online,Shipped,82004594,10,SAVE10,Email,1435.65
200397,2023-09-28 00:00:00,2023,9,30184,Monitor,1,427.06,987,Online,Cancelled,86674704,1,WINTER15,Referral,427.06
200398,2024-09-04 00:00:00,2024,9,50275,Phone,5,53.93,729,Gift Card,Shipped,98925264,7,SAVE10,Instagram,269.65
200399,2024-01-07 00:00:00,2024,1,64641,Tablet,5,423.93,319,Debit Card,Returned,32012588,5,FREESHIP,Facebook,2119.65
200400,2024-09-28 00:00:00,2024,9,56266,Desk,4,160.22,304,Debit Card,Returned,60088901,9,WINTER15,Instagram,640.88
200401,2025-04-09 00:00:00,2025,4,98635,Printer,1,538.68,197,Debit Card,Returned,14225465,6,No_Coupon,Referral,538.68
200402,2023-04-09 00:00:00,2023,4,83026,Printer,5,337.38,858,Gift Card,Shipped,79746259,5,No_Coupon,Referral,1686.9
200403,2024-11-10 00:00:00,2024,11,28893,Tablet,1,620.21,740,Online,Returned,98333066,1,FREESHIP,Referral,620.21
200404,2023-03-09 00:00:00,2023,3,45482,Monitor,2,99.1,440,Cash,Delivered,54571699,6,No_Coupon,Instagram,198.2
200405,2025-01-26 00:00:00,2025,1,97774,Monitor,4,451.97,603,Online,Cancelled,64664424,7,WINTER15,Email,1807.88
200406,2023-12-10 00:00:00,2023,12,11657,Tablet,4,66.1,572,Cash,Returned,50284486,9,WINTER15,Google,264.4
200407,2023-08-13 00:00:00,2023,8,85993,Tablet,4,547.32,250,Cash,Returned,72547640,8,FREESHIP,Instagram,2189.28
200408,2025-01-01 00:00:00,2025,1,11906,Printer,3,412.53,536,Online,Pending,31140158,6,WINTER15,Google,1237.59
200409,2023-06-28 00:00:00,2023,6,45187,Desk,5,84.13,767,Online,Delivered,12320793,9,SAVE10,Google,420.65
200410,2024-01-18 00:00:00,2024,1,37375,Tablet,2,518.23,184,Debit Card,Shipped,52470162,5,No_Coupon,Email,1036.46
200411,2024-06-19 00:00:00,2024,6,66567,Desk,2,39.51,981,Online,Shipped,21174822,5,No_Coupon,Facebook,79.02
200412,2025-04-11 00:00:00,2025,4,42451,Tablet,5,133.01,246,Credit Card,Returned,31313343,10,No_Coupon,Facebook,665.05
